Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality,Latitude,Longitude
49.0,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820,44,4,6,,20.220040985158075,83.26945294123209
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,40,1,5,,24.98257855062376,78.3268826950555
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,16,4,5,,21.600963895185863,78.39894002329677
25.8,68.6,18.1,26.0,25.7,5.7,0.81,10.2,351,36,3,7,,24.51737293994143,79.53082285165729
34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424,43,4,3,,16.69793140092131,82.63603745697276
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,33,3,4,,24.575848139259257,83.25660431153037
39.5,88.6,48.6,71.0,27.2,21.2,2.43,5.2,693,40,1,2,,21.345611236981807,77.85919497648003
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,50,3,1,,22.458449128015392,78.55820997561942
26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277,40,2,13,,20.990973098802222,81.39914717294776
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337,32,2,2,,23.75397334840712,75.3951097936325
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,40,2,9,,23.73934174299791,75.79976641423104
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315,31,1,4,,19.57101099783911,79.64131484817113
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,30,5,8,,21.20567269316515,78.49214446978455
33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446,26,4,5,,19.29279556717244,76.02407639828249
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,45,1,0,,20.389856402774583,78.22151710587943
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214,21,3,6,,17.119646727250526,82.48273883626791
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,45,3,8,,22.571388487014993,80.04217154791336
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,34,4,2,,21.119894497975814,78.94733284664089
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406,16,1,15,,21.71225276303412,77.68759844451048
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,33,1,9,,25.4138204307203,79.39526365074175
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,8,2,9,,21.119452628479216,74.75292753535953
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407,36,1,9,,19.815847849195674,76.81235774465112
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284,38,1,0,,17.539497726645813,80.01372506426314
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,24,0,8,,16.282192780082074,82.29420574699377
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582,31,2,15,,18.097971299099463,78.07541547374224
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,49,2,9,,18.571829372708674,76.33306851544742
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,24,1,4,,25.393694115644223,76.99092760019363
31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,19,1,1,,25.041549847923534,77.43587864011313
30.1,72.0,14.4,19.7,22.7,10.7,1.46,6.4,372,44,3,1,,22.049895175618612,76.74492149166383
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,49,2,0,,21.47468682439347,82.62501955279451
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,30,1,4,,21.43093045199913,81.55647834934187
41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600,40,1,1,,22.016459668643826,75.08103204073018
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,43,1,5,,23.427448504024646,83.71087130628447
24.1,68.0,2.6,4.7,25.2,8.5,1.18,11.3,580,22,2,6,,18.79735020058179,77.11911170337765
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,25,4,0,,15.929985536957995,79.57845763268914
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,42,1,2,,18.373682371248808,74.43945783320422
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,46,0,3,,22.793074478103556,77.78023824193055
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,35,1,3,,17.332871070255308,81.57963155438125
26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739,21,2,6,,23.56582647007257,80.81352442377039
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,49,0,6,,24.53614106574447,79.56283228174864
33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578,24,3,4,,20.825025724380815,81.57023238728864
40.8,91.2,84.9,91.3,46.5,27.7,2.37,8.5,861,26,1,3,,15.922950230397614,77.6842661952298
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,33,1,5,,16.307490768832334,80.50408732028191
21.5,52.5,4.3,13.9,30.0,12.6,1.42,5.0,333,45,7,11,,25.365175859219335,83.29566821676417
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189,38,1,0,,16.73396748087925,75.84966390687711
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,34,1,10,,15.77038150563698,77.14998588356868
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,34,0,0,,22.419413313371678,76.30168067478189
29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401,30,5,7,,17.0724246058151,78.92372524393568
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,35,1,10,,19.641340223969326,74.49796086120404
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630,4,2,0,,18.103659914317834,81.70224719931288
40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803,27,0,7,,24.98760352608254,78.8320768613551
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,32,2,1,,24.92942420247974,82.25692129894718
22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,18,2,10,,19.727874996239827,75.54671828784427
32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,33,4,0,,20.94245333105329,74.06602670824607
21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278,27,2,2,,19.19449463168803,74.29293830891059
29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564,47,2,6,,19.147683161123254,81.33603928056249
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,45,2,8,,19.43771361087275,79.76033446775806
29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,25,0,6,,20.44981401943786,78.66539755802422
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352,28,5,7,,18.166297253814808,79.5391685114027
33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421,29,1,3,,22.666719857919475,78.86587174600231
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,25,6,1,,24.39258992097259,79.7782491142793
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,31,3,11,,16.2628070092481,74.05917735126248
34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613,22,3,7,,16.1789611634648,80.12248625078459
30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,18,2,4,,22.08770503868904,75.77500720825623
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438,36,1,0,,18.791040841391165,78.61692587595837
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,36,5,10,,20.351737656819644,75.82826894138267
47.1,109.1,7.8,21.9,36.6,27.1,2.72,4.0,563,21,0,11,,23.2805892145213,74.60432847104639
30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,38,2,5,,19.703742646879633,74.77810267157831
24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516,23,3,3,,17.638793033892274,83.66322879758488
31.6,76.0,3.8,12.5,19.3,6.5,1.56,5.8,317,32,1,4,,16.263618828913913,74.9618023730284
30.6,100.8,40.0,65.9,39.0,30.7,3.19,4.1,738,38,2,5,,23.28627016906819,82.76664085886605
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526,29,1,9,,23.062195280651927,79.85475546555935
31.5,76.0,3.3,10.1,32.2,9.5,1.44,9.3,389,34,2,1,,24.781116252139324,76.53519003467206
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,24,1,3,,21.628153151608338,76.99376721124722
36.5,86.5,31.4,43.0,44.1,10.9,2.64,3.6,455,28,1,5,,23.82757565068318,75.91643785243654
29.6,44.0,3.6,10.2,22.3,7.5,1.11,10.2,484,27,4,7,,23.600611054654692,82.89258881406816
33.4,63.9,6.2,10.6,35.0,15.7,1.84,5.2,471,22,3,9,,19.768988756883495,76.46969455056353
25.9,78.0,2.0,8.2,17.3,6.3,1.01,10.0,477,28,3,7,,22.830445819867982,83.76098278870924
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,14,1,13,,15.689258427924061,82.78087480367573
33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609,25,1,2,,24.463720133797292,81.36124825349015
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,27,3,11,,15.78218659482597,75.00080718309106
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319,27,5,2,,17.871403134930098,81.1524063669227
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217,27,1,4,,18.5126279396794,82.03669109867789
25.0,56.6,3.9,10.9,16.5,4.0,1.06,11.1,583,29,5,7,,16.715214038251734,74.01629781695695
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470,34,1,10,,23.983829650047927,81.91287117623656
24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450,38,2,4,,17.07913838269416,81.6406190937439
47.5,101.4,137.0,157.7,50.1,16.5,2.37,5.1,638,23,2,7,,16.92832573271096,82.30711718273136
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553,17,1,4,,19.49289676147901,80.56487011766814
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340,19,2,0,,21.38157460188006,76.96904443879497
33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620,25,2,5,,19.172740928068944,74.0287901022851
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313,26,2,1,,25.11067462971518,78.34804412527406
35.1,69.4,3.0,3.7,34.9,17.7,1.66,6.6,632,22,2,11,,17.48847274384039,80.50350592876997
32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363,17,3,11,,18.47882429741633,83.0181401924403
29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295,25,0,2,,16.900003694593693,79.28322120594035
26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299,31,4,2,,18.9822047292946,81.73294685872837
23.0,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521,35,1,3,,17.09410907408675,82.37867150740402
20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,24,0,8,,23.306184637498205,74.74737182987172
44.4,99.7,1.9,4.2,33.4,6.3,2.88,4.9,710,25,1,8,,22.238967790834742,75.64882828229734
40.0,71.3,0.5,4.4,14.5,16.1,1.41,5.1,318,20,0,19,,21.985688758208205,76.95759659769199
25.5,81.0,1.1,9.9,31.2,12.3,1.77,5.9,572,29,1,4,,15.613131866495173,79.72894459190594
28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317,21,1,6,,21.531735529738842,82.15463587406725
32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419,35,2,13,,22.946397518298646,74.55748683090103
29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,12,2,7,,24.820024916292933,80.70952277168806
29.7,53.0,18.0,30.5,27.8,8.6,1.36,5.1,488,26,0,1,,20.636649656341532,81.26221197816281
36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,33,2,7,,24.00954970748208,82.27174222294556
24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582,31,2,8,,17.43337158025517,75.54706182352301
33.7,91.2,17.2,29.0,25.1,12.0,1.43,6.3,505,56,3,4,,18.778680834505355,75.8448230494047
30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487,33,5,9,,16.668070206883176,78.86586801155686
24.8,57.8,8.8,10.5,15.3,4.6,1.05,12.4,430,19,2,8,,24.597474430574124,74.05659987128521
17.2,75.7,22.8,29.4,23.7,2.3,1.11,10.7,389,29,1,4,,23.240672746199213,74.13135578399171
28.2,71.4,9.2,25.5,34.0,6.2,2.35,3.2,594,12,2,12,,22.55991349632471,76.99661758113226
32.4,62.9,7.7,19.6,28.3,6.7,1.38,9.9,562,29,0,2,,15.856832769501501,76.24415298735367
25.4,54.5,4.0,9.8,14.8,6.6,1.02,11.0,480,21,5,7,,22.168870043281913,75.00136656942297
25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518,39,1,3,,16.97536502944082,74.79192744681463
20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298,24,1,0,,22.550412810113524,79.0181426205559
25.0,81.3,4.3,7.8,23.1,6.7,1.14,10.1,329,28,1,7,,20.571214659297304,79.99279582345443
29.8,76.4,3.5,8.2,22.1,4.9,0.93,11.5,284,23,2,13,,20.38020007415166,79.15129392826606
29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448,47,1,5,,19.32173699589647,82.995991356985
32.2,58.7,5.0,15.0,33.9,7.3,1.64,6.8,516,26,3,0,,24.553326139542587,82.96317085900242
18.6,75.3,3.5,10.0,11.6,2.6,0.98,11.9,375,48,4,6,,18.329742965321678,79.57295570505431
39.9,83.6,11.8,39.4,46.9,27.6,1.9,6.8,438,38,2,2,,16.37219654595274,74.24565200606366
21.9,52.7,7.3,13.7,26.9,5.8,1.16,12.2,232,34,2,10,,17.27292960030701,82.27449173488978
34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356,33,2,5,,22.567454297830196,75.86303659542635
24.1,72.6,15.9,18.3,14.8,4.3,1.15,12.5,317,33,2,0,,24.612222697094793,82.0240019552887
24.6,55.1,2.8,9.7,19.9,7.0,0.93,10.6,448,10,1,8,,16.1133896922814,82.40692810329851
25.8,89.6,3.6,6.3,18.1,10.7,1.59,7.9,467,27,2,6,,17.515174174055325,80.03285940460607
24.8,67.2,20.9,23.5,22.0,5.8,0.92,12.5,255,38,2,4,,16.9108957728362,81.39985673455921
35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488,29,2,1,,21.761080198757718,83.19868188393889
21.8,71.2,17.0,21.4,20.4,8.4,0.92,11.5,311,15,5,13,,25.038400746231062,76.16794089574097
24.2,59.3,5.4,7.7,28.5,4.2,0.99,12.2,569,29,2,4,,24.75358025290256,81.13960673267502
38.3,58.4,86.6,92.8,31.4,10.0,1.66,5.6,527,47,3,9,,19.805382952743404,80.74289178544207
27.8,86.2,4.0,17.4,22.2,11.0,1.57,5.3,662,42,0,4,,22.61700879784258,81.82474991919334
33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625,29,2,8,,19.58329845219439,82.66354860291251
30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451,39,2,6,,19.64635901709767,73.97006583256875
24.9,74.3,12.8,15.1,19.2,7.2,0.96,10.3,496,26,1,6,,22.256148890678077,74.91110575835663
25.3,45.0,15.5,21.4,22.5,4.9,1.02,10.9,334,12,2,2,,22.15640903299554,82.81293409902959
30.9,57.8,15.3,28.1,26.5,10.6,1.35,5.1,380,20,1,8,,20.724277521157227,79.28880657768417
21.0,48.0,10.5,14.3,22.3,6.9,1.08,13.5,555,45,2,11,,21.507364310403474,75.3302820902644
29.3,50.0,31.7,36.7,33.8,8.5,1.46,5.3,642,27,4,1,,20.550929638632834,79.43297549991374
27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,27,3,2,,24.71774492196188,74.66331132787751
37.8,77.8,7.1,22.8,32.2,6.8,1.59,5.3,399,27,1,17,,22.384236628809006,83.22439651163037
33.5,78.0,9.1,30.0,38.1,10.9,2.08,3.7,539,49,3,1,,20.256209641307702,75.23789819384405
36.9,83.1,8.9,34.8,52.1,1.5,2.89,3.3,648,46,3,3,,17.677287468057912,82.86621358761685
29.0,51.2,7.6,16.0,30.6,15.2,1.48,5.8,660,52,4,11,,17.154655585109552,79.98532642829082
25.9,62.2,6.7,11.0,24.7,2.6,1.07,12.4,386,28,3,11,,24.31513718360567,78.29426245700333
34.0,64.2,14.6,32.3,47.4,8.8,1.47,5.1,434,32,1,0,,18.59266805112328,79.19475664108818
24.3,61.4,16.6,22.3,13.5,3.7,1.04,10.2,226,14,2,9,,19.431101739233977,76.747193895529
26.0,54.6,3.9,10.0,23.6,4.3,1.11,11.4,298,44,2,5,,23.84869344387961,82.19454650002724
29.4,53.6,5.6,15.9,28.9,8.5,1.61,8.9,384,18,2,5,,20.949865661723432,74.18387055725616
27.5,66.2,1.8,7.0,27.2,7.3,1.06,11.3,326,32,3,10,,19.875044630199103,79.15169405903045
23.1,64.3,3.9,18.3,29.5,13.8,1.5,8.3,444,19,2,4,,23.298239386659205,82.8756496322939
22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,24,0,3,,17.500532879263453,76.6848753977661
34.9,69.9,10.7,17.5,23.0,12.0,1.28,6.9,720,21,1,4,,21.746818208565806,77.62173248631798
23.8,88.2,4.5,18.4,30.8,18.0,1.94,3.4,409,23,1,4,,23.076021959645743,82.16658968785751
26.8,79.8,15.1,33.0,28.6,14.6,1.56,4.2,367,24,1,7,,18.99427766260336,77.0641936594209
24.6,47.1,17.3,23.0,14.8,5.5,1.05,12.8,412,24,1,11,,15.759592253610325,79.7743473433338
40.7,108.7,41.1,79.6,38.8,21.0,2.07,2.7,803,38,3,7,,24.564068465261556,78.76747948252167
26.0,72.8,3.4,10.2,25.1,-0.2,1.05,12.5,437,18,0,5,,16.97010032440514,77.44733747072995
22.1,53.1,4.0,9.9,19.3,6.0,1.03,10.1,292,32,2,8,,16.518438450369445,75.066585829957
27.4,41.0,12.9,18.9,23.7,4.2,1.01,12.2,264,42,1,9,,20.626141733526,83.31154480391123
28.8,59.9,17.0,23.5,34.5,23.5,1.63,8.7,446,24,2,8,,21.416689215847697,73.97826522498664
36.6,69.9,46.0,59.1,46.1,6.6,1.84,3.6,649,22,1,3,,21.265619338934584,78.05169537780228
33.7,85.0,5.4,21.5,34.2,9.5,1.1,7.5,687,27,1,7,,18.539847853432796,80.27949844158401
20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427,41,1,0,,17.129879369473954,77.0989179252709
30.8,60.8,12.6,21.9,21.1,7.1,1.33,5.5,596,31,2,12,,15.561473865331799,77.1081981003514
36.8,60.0,10.1,30.6,27.6,8.9,1.73,3.7,762,24,2,12,,17.179941309982265,80.16714456925935
25.4,74.3,6.0,7.1,19.9,4.2,1.09,10.8,483,34,2,9,,25.23090714372936,78.32091197068867
32.9,84.6,4.3,1.9,29.8,3.9,1.87,4.0,723,18,2,10,,22.556164048006345,76.11765980138802
27.1,63.0,1.7,5.2,25.0,4.9,1.02,11.4,583,36,1,5,,18.27207893968902,77.48101161044575
28.1,69.0,0.5,2.8,19.5,6.9,1.06,11.8,491,34,1,2,,21.599996670978246,83.12389231929714
26.0,63.6,26.7,44.6,27.6,6.8,1.38,6.5,444,26,2,0,,16.335807580489174,79.565547220491
26.3,60.5,10.0,18.9,24.6,3.7,0.97,10.1,459,21,2,10,,15.83313839453198,78.33959195943987
32.8,53.2,8.1,24.5,26.3,11.2,1.61,5.4,363,21,3,2,,19.40578022995445,78.57136699602268
33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494,35,2,4,,16.9378052765837,77.6273688506823
32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402,42,1,6,,22.761879371293666,82.1389086414245
37.0,76.1,131.3,145.5,57.3,24.3,2.94,7.6,702,23,2,5,,24.427431825834528,74.22112200281556
23.2,73.3,0.4,16.2,26.7,7.7,1.93,5.9,543,34,2,7,,22.674496242983217,81.2176537742893
30.5,76.0,30.7,48.8,25.3,3.3,1.56,7.3,721,9,2,0,,21.416142337618123,80.78803124288798
30.9,82.0,58.6,79.4,36.7,12.1,2.38,5.7,793,24,2,5,,21.408713276931685,77.89226819139425
29.9,68.7,0.5,7.0,11.9,7.5,0.87,13.9,547,29,2,9,,23.6581322031068,83.12592029367235
28.9,48.7,12.1,18.5,20.3,6.4,1.03,10.0,499,20,1,4,,24.12292139713851,79.88181577747513
41.5,96.7,30.7,47.9,34.0,15.8,2.02,3.4,584,20,0,2,,17.01233848208633,82.35541654610131
38.9,66.7,49.1,54.0,26.6,16.7,2.39,5.3,758,23,1,9,,15.719687497349867,82.29726496607461
24.7,85.3,10.8,24.6,39.9,9.7,2.08,15.5,638,32,5,4,,20.005360763098672,79.29631342324491
40.9,75.9,80.5,74.7,34.0,27.4,3.48,3.5,805,28,4,6,,15.840080531265425,78.2166715090312
25.0,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477,7,3,5,,21.28507567270937,76.85640943623207
30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708,8,2,5,,22.669006039192467,79.36135710441057
25.7,51.5,27.7,30.9,15.1,6.7,1.02,12.0,360,23,2,12,,24.324982592233244,82.3581477205507
36.0,97.3,11.0,20.8,28.5,20.7,1.87,3.9,795,34,2,8,,17.344491958288632,74.15992902693202
27.3,43.5,36.1,38.6,21.8,7.2,1.06,19.7,479,2,2,1,,21.549985613170335,81.23668816992682
26.3,45.3,5.8,14.0,18.3,2.8,0.96,12.2,411,25,0,4,,18.254152342579882,78.49090002042001
17.4,45.0,1.8,5.9,20.4,5.7,0.86,10.5,311,24,1,4,,24.307431830059496,81.69368518183275
36.0,43.9,64.7,76.1,31.1,7.7,1.34,5.1,488,43,1,6,,15.849150921371088,77.91789363997222
30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639,26,0,9,,18.291116713627684,74.42092411086253
20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494,33,4,6,,21.332725406655904,82.97859474039605
32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,31,2,6,,16.374562606266547,82.87087945110311
37.0,74.4,89.9,114.3,28.0,15.4,1.85,6.3,634,8,0,0,,25.245547606606358,79.7457570295752
21.8,77.8,4.0,9.1,15.5,8.4,0.98,11.5,273,37,2,11,,25.258347757497432,76.82823950502383
34.3,89.5,9.4,15.6,28.4,9.4,1.48,6.0,505,32,0,5,,16.132514823231087,75.02860834291253
32.2,76.4,0.0,10.3,24.0,11.0,1.49,5.9,347,35,3,7,,23.25020966323092,77.68654370862141
20.4,92.4,1.0,19.5,36.5,22.6,2.62,9.0,494,69,2,7,,23.004468967463755,81.51129685727369
27.7,76.8,5.8,13.6,24.4,4.5,0.92,11.3,544,9,1,2,,15.975323523625908,83.54367139788238
27.9,82.5,8.3,24.2,29.0,9.4,1.78,5.6,349,47,1,5,,21.54243585006936,78.21089701256874
26.1,54.2,15.8,21.1,15.3,5.2,0.98,10.0,427,27,3,2,,24.86091979822166,78.31734290485083
27.3,72.6,2.7,8.0,13.3,5.3,1.19,10.0,327,32,3,11,,22.213316029655818,78.2123860085715
23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488,29,3,0,,21.088482127664705,81.00100513573726
32.8,96.0,26.5,42.4,29.4,15.2,3.07,8.6,646,25,0,2,,18.66030512275931,75.90590980917924
23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,24,0,4,,24.070265027639497,75.42917771453334
25.1,60.1,3.7,9.4,11.5,6.5,0.77,10.2,313,33,3,11,,25.09503727352346,78.9189613483696
23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535,14,3,8,,18.746706780922132,76.08532496960538
34.4,90.8,12.5,27.0,29.4,9.8,1.47,11.0,477,37,1,0,,19.801275157033093,79.50642283475355
27.4,67.2,86.2,86.5,18.8,9.9,1.29,5.1,354,25,4,5,,17.26955896691716,79.39218212364617
24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,18,0,8,,19.60798607005933,82.51834309765893
25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696,25,1,14,,23.75025210262953,76.29388254435536
45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472,42,3,4,,18.892829907472642,75.98666154152724
36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,24,2,1,,23.162672252924065,75.68287740201222
43.2,72.5,13.6,41.5,37.6,24.4,2.79,2.6,870,33,2,7,,23.60659146041017,83.8391936332007
29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,22,1,5,,22.875851675313342,81.46354326292486
28.8,74.7,30.4,35.4,22.5,5.4,1.91,6.1,482,37,4,7,,18.301935543442834,81.41141113042262
25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600,36,2,8,,19.16163359254388,75.97987681082236
29.9,63.3,3.8,16.0,24.2,7.9,1.42,8.9,710,48,2,7,,17.37029765129572,81.05396811717586
30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305,28,1,8,,16.249033265374926,83.83491581400821
22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409,36,4,12,,25.069525196493622,79.75935394829389
18.4,60.6,3.0,8.4,16.6,7.3,1.04,10.2,444,30,5,4,,17.70131581423904,81.52789977486665
23.6,68.7,8.3,13.7,19.7,4.1,0.95,11.2,255,42,2,1,,24.104654636542477,76.46665244255712
27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577,22,2,7,,21.18331042926532,82.87623943222
38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565,37,0,0,,17.345327201632152,83.24687670716504
30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641,28,3,1,,16.910280845032545,75.96864321156956
27.3,45.8,3.8,7.8,19.3,7.1,0.99,11.7,312,29,2,2,,22.287064606728286,75.34223719358103
43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429,30,5,0,,23.743844940628414,79.10285588249974
28.9,49.4,12.9,18.5,18.5,4.7,0.89,10.1,461,32,6,10,,16.26021160382446,82.5219922957341
38.1,63.0,41.2,57.7,30.5,24.3,2.38,3.9,537,28,3,6,,17.839513632309107,79.39844892027921
36.5,81.6,6.1,19.4,29.0,20.5,1.92,4.2,690,32,3,8,,22.83708120126716,76.11043490477009
26.0,64.5,10.4,15.5,25.2,3.1,0.98,5.3,359,45,3,8,,19.074296755776913,77.82500439918381
38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696,39,2,5,,18.516743300819915,76.68447930179599
24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357,38,3,9,,20.95725920906342,83.45866029011091
29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647,25,2,4,,19.373368015813544,81.40227605233487
27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846,21,0,5,,20.83616519759119,76.7170369544972
25.0,72.6,1.5,6.9,19.0,5.7,0.94,14.8,407,39,2,3,,23.964501969910152,79.75345171061608
22.0,51.9,5.5,9.8,15.0,7.3,0.88,12.0,601,38,2,11,,20.21299870018622,80.77010751956689
46.8,91.0,0.2,17.0,55.2,19.5,2.36,2.5,587,44,2,5,,20.0174512704658,78.72117387984301
27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383,23,2,8,,15.85468179227421,74.62936901553883
30.8,55.6,15.0,22.3,22.0,15.9,1.64,6.1,451,27,1,3,,21.392727633138108,77.13769022543693
27.8,67.1,0.4,4.6,22.4,4.3,1.05,11.2,371,13,2,9,,15.524016842705295,79.13458367642652
